   9.4950984e+01   5.0000000e-01
   7.9041042e+01   5.0000000e-01
   3.1283774e+01   4.0450376e+00
   7.4250562e+01   2.5130494e+01
   8.9013947e+01   3.1060818e+01
   8.8641203e+01   3.1988752e+01
   7.3877819e+01   2.6058429e+01
   2.8291739e+01   1.1493631e+01
   4.6205125e+01   5.6247734e+01
   5.3014915e+01   7.0626643e+01
   5.2111147e+01   7.1054664e+01
   4.5301356e+01   5.6675755e+01
   2.2356002e+01   1.5156404e+01
   3.0209109e+01   6.2529700e+01
   3.3780631e+01   7.8033587e+01
   3.2806153e+01   7.8258070e+01
   2.9234631e+01   6.2754184e+01
   1.5658606e+01   1.7104161e+01
   3.1273995e+00   6.3072664e+01
  -8.8121733e-02   7.8654278e+01
  -1.0674850e+00   7.8452170e+01
   2.1480362e+00   6.2870556e+01
   8.9099570e+00   1.5349377e+01
  -1.2958956e+01   5.7471209e+01
  -1.9392687e+01   7.2022270e+01
  -2.0307276e+01   7.1617885e+01
  -1.3873545e+01   5.7066825e+01
   2.8599276e+00   1.1882292e+01
  -4.4544099e+01   2.0843008e+01
  -5.9911923e+01   2.4960804e+01
  -6.0170742e+01   2.3994878e+01
  -4.4802918e+01   1.9877082e+01
  -1.0863260e-16   4.1310220e+00
  -4.7729827e+01   5.0000000e-01
  -6.3639769e+01   5.0000000e-01
  -6.3639769e+01  -5.0000000e-01
  -4.7729827e+01  -5.0000000e-01
  -1.0863260e-16  -4.1310220e+00
  -4.4802918e+01  -1.9877082e+01
  -6.0170742e+01  -2.3994878e+01
  -5.9911923e+01  -2.4960804e+01
  -4.4544099e+01  -2.0843008e+01
   2.8599276e+00  -1.1882292e+01
  -1.3873545e+01  -5.7066825e+01
  -2.0307276e+01  -7.1617885e+01
  -1.9392687e+01  -7.2022270e+01
  -1.2958956e+01  -5.7471209e+01
   8.9099570e+00  -1.5349377e+01
   2.1480362e+00  -6.2870556e+01
  -1.0674850e+00  -7.8452170e+01
  -8.8121733e-02  -7.8654278e+01
   3.1273995e+00  -6.3072664e+01
   1.5658606e+01  -1.7104161e+01
   2.9234631e+01  -6.2754184e+01
   3.2806153e+01  -7.8258070e+01
   3.3780631e+01  -7.8033587e+01
   3.0209109e+01  -6.2529700e+01
   2.2356002e+01  -1.5156404e+01
   4.5301356e+01  -5.6675755e+01
   5.2111147e+01  -7.1054664e+01
   5.3014915e+01  -7.0626643e+01
   4.6205125e+01  -5.6247734e+01
   2.8291739e+01  -1.1493631e+01
   7.3877819e+01  -2.6058429e+01
   8.8641203e+01  -3.1988752e+01
   8.9013947e+01  -3.1060818e+01
   7.4250562e+01  -2.5130494e+01
   3.1283774e+01  -4.0450376e+00
   7.9041042e+01  -5.0000000e-01
   9.4950984e+01  -5.0000000e-01
