   9.4872980e+01   5.0000000e-01
   9.3933644e+01   5.0000000e-01
   3.1285309e+01   4.0439693e+00
   8.8266201e+01   3.0261160e+01
   8.9140394e+01   3.0604877e+01
   8.8774479e+01   3.1535525e+01
   8.7900287e+01   3.1191809e+01
   2.8348130e+01   1.1514250e+01
   7.7305624e+01   5.1200995e+01
   7.8046309e+01   5.1778697e+01
   7.7431299e+01   5.2567216e+01
   7.6690614e+01   5.1989515e+01
   2.6890118e+01   1.4649421e+01
   7.3951961e+01   5.6537623e+01
   7.4665279e+01   5.7148795e+01
   7.4014636e+01   5.7908179e+01
   7.3301319e+01   5.7297007e+01
   2.5254220e+01   1.7695555e+01
   6.9315347e+01   6.2690258e+01
   6.9985211e+01   6.3348767e+01
   6.9284175e+01   6.4061892e+01
   6.8614310e+01   6.3403383e+01
   2.3360157e+01   2.0596859e+01
   6.2026743e+01   7.0243247e+01
   6.2618043e+01   7.0973122e+01
   6.1841032e+01   7.1602609e+01
   6.1249732e+01   7.0872734e+01
   2.1076334e+01   2.3202467e+01
   4.5323986e+01   8.1206142e+01
   4.5708519e+01   8.2063165e+01
   4.4796148e+01   8.2472531e+01
   4.4411616e+01   8.1615508e+01
   1.7388302e+01   2.5349491e+01
   7.9795698e+00   8.7215280e+01
   7.8626144e+00   8.8147307e+01
   6.8703958e+00   8.8022799e+01
   6.9873513e+00   8.7090772e+01
   1.3172681e+01   2.4686292e+01
  -2.1300750e+01   7.6644433e+01
  -2.1800698e+01   7.7439672e+01
  -2.2647294e+01   7.6907437e+01
  -2.2147346e+01   7.6112198e+01
   1.0038945e+01   2.2038477e+01
  -3.8881278e+01   6.0440295e+01
  -3.9605935e+01   6.1037978e+01
  -4.0242217e+01   6.0266522e+01
  -3.9517560e+01   5.9668839e+01
   8.1831800e+00   1.8379602e+01
  -5.2452296e+01   3.9611255e+01
  -5.3303624e+01   4.0008236e+01
  -5.3726242e+01   3.9101928e+01
  -5.2874914e+01   3.8704948e+01
   0.0000000e+00   7.0058365e+00
  -6.2622429e+01   5.0000000e-01
  -6.3561766e+01   5.0000000e-01
  -6.3561766e+01  -5.0000000e-01
  -6.2622429e+01  -5.0000000e-01
   0.0000000e+00  -7.0058365e+00
  -5.2874914e+01  -3.8704948e+01
  -5.3726242e+01  -3.9101928e+01
  -5.3303624e+01  -4.0008236e+01
  -5.2452296e+01  -3.9611255e+01
   8.1831800e+00  -1.8379602e+01
  -3.9517560e+01  -5.9668839e+01
  -4.0242217e+01  -6.0266522e+01
  -3.9605935e+01  -6.1037978e+01
  -3.8881278e+01  -6.0440295e+01
   1.0038945e+01  -2.2038477e+01
  -2.2147346e+01  -7.6112198e+01
  -2.2647294e+01  -7.6907437e+01
  -2.1800698e+01  -7.7439672e+01
  -2.1300750e+01  -7.6644433e+01
   1.3172681e+01  -2.4686292e+01
   6.9873513e+00  -8.7090772e+01
   6.8703958e+00  -8.8022799e+01
   7.8626144e+00  -8.8147307e+01
   7.9795698e+00  -8.7215280e+01
   1.7388302e+01  -2.5349491e+01
   4.4411616e+01  -8.1615508e+01
   4.4796148e+01  -8.2472531e+01
   4.5708519e+01  -8.2063165e+01
   4.5323986e+01  -8.1206142e+01
   2.1076334e+01  -2.3202467e+01
   6.1249732e+01  -7.0872734e+01
   6.1841032e+01  -7.1602609e+01
   6.2618043e+01  -7.0973122e+01
   6.2026743e+01  -7.0243247e+01
   2.3360157e+01  -2.0596859e+01
   6.8614310e+01  -6.3403383e+01
   6.9284175e+01  -6.4061892e+01
   6.9985211e+01  -6.3348767e+01
   6.9315347e+01  -6.2690258e+01
   2.5254220e+01  -1.7695555e+01
   7.3301319e+01  -5.7297007e+01
   7.4014636e+01  -5.7908179e+01
   7.4665279e+01  -5.7148795e+01
   7.3951961e+01  -5.6537623e+01
   2.6890118e+01  -1.4649421e+01
   7.6690614e+01  -5.1989515e+01
   7.7431299e+01  -5.2567216e+01
   7.8046309e+01  -5.1778697e+01
   7.7305624e+01  -5.1200995e+01
   2.8348130e+01  -1.1514250e+01
   8.7900287e+01  -3.1191809e+01
   8.8774479e+01  -3.1535525e+01
   8.9140394e+01  -3.0604877e+01
   8.8266201e+01  -3.0261160e+01
   3.1285309e+01  -4.0439693e+00
   9.3933644e+01  -5.0000000e-01
   9.4872980e+01  -5.0000000e-01
